Age,Mileage,SocioEcon,GoodStudent,RiskAversion,OtherCar,VehicleYear,MakeModel,SeniorTrain,HomeBase,AntiTheft,RuggedAuto,Antilock,CarValue,Airbag,DrivingSkill,Theft,Cushioning,DrivQuality,DrivHist,Accident,ThisCarDam,OtherCarCost,MedCost,ILiCost,ThisCarCost,PropCost
Adolescent,Domino,Wealthy,True,Adventurous,True,Current,Luxury,False,Secure,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Normal,True,Current,Luxury,True,Suburb,True,Football,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,False,Current,FamilySedan,False,City,False,Tank,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,False,Cautious,False,Current,FamilySedan,False,Secure,True,EggShell,False,TwentyThou,True,SubStandard,False,Poor,Poor,Zero,Severe,Severe,TenThou,TenThou,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,Domino,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Middle,False,Adventurous,False,Current,FamilySedan,False,Secure,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,TenThou,Thousand,Thousand,HundredThou,HundredThou
Senior,TwentyThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,False,Cautious,True,Current,FamilySedan,True,Secure,True,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,False,TenThou,True,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,Million
Adult,Domino,Middle,False,Cautious,True,Older,SportsCar,False,Secure,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,Mild,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,Thousand,Thousand,Thousand,TenThou,TenThou
Senior,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Normal,False,Older,FamilySedan,False,Secure,False,Football,False,TenThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,False,Current,FamilySedan,False,City,True,Tank,False,TwentyThou,True,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Prole,False,Adventurous,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,True,Current,Economy,False,City,True,EggShell,False,TenThou,True,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Normal,True,Older,SportsCar,False,Secure,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,False,Older,Economy,True,Rural,False,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,Thousand,HundredThou,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,False,Older,FamilySedan,True,Suburb,True,Tank,False,FiveThou,False,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Prole,True,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Normal,False,Older,FamilySedan,False,Rural,False,Football,False,TenThou,False,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Prole,False,Cautious,True,Older,FamilySedan,False,City,True,Football,False,TenThou,False,SubStandard,False,Good,Poor,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,True,SubStandard,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,True,SubStandard,False,Good,Poor,Many,Severe,Moderate,HundredThou,Thousand,Thousand,Thousand,HundredThou
Adult,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,True,Normal,True,Current,Luxury,False,Suburb,True,Football,True,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Cautious,False,Current,FamilySedan,False,City,True,EggShell,True,TwentyThou,True,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,FiveThou,Prole,False,Adventurous,False,Older,FamilySedan,False,City,False,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Prole,False,Cautious,False,Current,SportsCar,False,City,True,EggShell,True,Million,True,SubStandard,False,Fair,Poor,One,Moderate,Moderate,HundredThou,Thousand,Thousand,Million,Million
Adult,FiftyThou,Prole,False,Normal,False,Older,SportsCar,False,City,True,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiveThou,Middle,False,Cautious,False,Current,FamilySedan,True,Secure,True,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,FiveThou,Prole,False,Normal,False,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,TenThou,HundredThou,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Middle,False,Adventurous,False,Older,FamilySedan,False,Suburb,False,Tank,False,TenThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Rural,False,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Expert,False,Poor,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,SubStandard,False,Fair,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Psychopath,True,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,Normal,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,Suburb,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Suburb,False,EggShell,True,FiftyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,EggShell,False,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiveThou,Prole,False,Normal,False,Older,Economy,True,City,False,Football,False,TenThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Older,FamilySedan,False,Secure,True,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,True,Older,Economy,True,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Current,Economy,False,Rural,False,EggShell,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,EggShell,False,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,Economy,False,Suburb,False,EggShell,False,TenThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,True,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,TwentyThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,True,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,One,Severe,Severe,Thousand,HundredThou,Thousand,TenThou,HundredThou
Adult,FiveThou,UpperMiddle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,True,Older,FamilySedan,False,Rural,False,Football,False,TenThou,False,Normal,False,Fair,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,False,Older,FamilySedan,True,City,False,Football,False,TwentyThou,False,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,True,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Wealthy,False,Adventurous,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Normal,False,Good,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Tank,False,TwentyThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,Domino,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,False,Older,SportsCar,False,Secure,True,EggShell,False,TenThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Current,Economy,False,Suburb,False,EggShell,False,TenThou,True,Normal,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Cautious,True,Older,FamilySedan,False,City,True,Football,False,TwentyThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,True,SubStandard,False,Poor,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,TenThou,TenThou
Senior,FiveThou,Prole,False,Normal,True,Older,SportsCar,False,City,False,EggShell,False,FiftyThou,True,Normal,False,Good,Normal,Zero,Moderate,Moderate,Thousand,Thousand,TenThou,HundredThou,HundredThou
Adolescent,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,Severe,Severe,HundredThou,Thousand,Million,TenThou,HundredThou
Senior,TwentyThou,Prole,False,Cautious,False,Older,Economy,True,Suburb,True,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Rural,False,Football,False,TwentyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Normal,False,Current,Economy,False,Rural,False,Football,False,TenThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Current,Economy,False,Rural,False,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Prole,False,Normal,False,Older,SportsCar,False,Rural,False,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,Suburb,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,True,Current,SportsCar,False,City,True,EggShell,False,TwentyThou,True,SubStandard,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Secure,False,Football,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,True,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,TenThou,Million
Adolescent,TwentyThou,Prole,False,Adventurous,False,Current,FamilySedan,False,Rural,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Severe,Severe,TenThou,Thousand,HundredThou,HundredThou,HundredThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,Suburb,False,EggShell,False,TenThou,True,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,True,Adventurous,False,Older,Economy,False,City,False,Football,False,FiveThou,False,Normal,False,Good,Poor,One,Severe,Severe,TenThou,Thousand,HundredThou,TenThou,HundredThou
Adult,FiftyThou,Prole,False,Cautious,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Rural,False,Tank,False,FiveThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,TenThou,HundredThou,Thousand,HundredThou,HundredThou
Senior,FiveThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Suburb,True,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,True,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,Domino,Prole,False,Normal,True,Older,FamilySedan,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Suburb,True,Football,True,FiftyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,False,FiftyThou,True,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,True,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,Middle,False,Normal,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,Middle,False,Normal,False,Current,SportsCar,False,Secure,False,EggShell,True,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,Economy,False,Suburb,False,EggShell,False,FiveThou,True,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Older,SportsCar,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,False,Current,SportsCar,False,City,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Tank,False,TwentyThou,False,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Psychopath,False,Older,FamilySedan,False,City,False,Football,False,TenThou,False,Normal,False,Poor,Poor,Many,Severe,Severe,HundredThou,Thousand,HundredThou,TenThou,HundredThou
Adolescent,FiveThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,TenThou,False,SubStandard,False,Excellent,Poor,One,Mild,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,False,Cautious,True,Older,Economy,True,Secure,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,False,Normal,False,Current,Luxury,False,Suburb,True,EggShell,True,FiftyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,True,Adventurous,True,Older,Economy,False,Suburb,False,Football,False,FiveThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,True,Adventurous,True,Current,FamilySedan,False,City,True,Football,True,TenThou,True,Expert,False,Good,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,False,Older,FamilySedan,False,City,True,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Wealthy,False,Psychopath,True,Current,SuperLuxury,False,City,False,Football,True,Million,True,Normal,False,Good,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Adventurous,True,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,True,Secure,True,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,Middle,False,Normal,True,Current,FamilySedan,False,Secure,False,Football,False,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,TenThou,TenThou,Million
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,False,Current,FamilySedan,False,Suburb,False,EggShell,True,TenThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,SportsCar,False,Secure,True,EggShell,False,TenThou,False,SubStandard,False,Fair,Poor,Many,Moderate,Severe,HundredThou,Thousand,Thousand,TenThou,HundredThou
Adult,FiftyThou,UpperMiddle,False,Normal,False,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
